timestamp,test_image,predicted,image_file,distance,confidence,status,elapsed_ms
2026-05-18 02:04:46,1 (1).png,s1,1.pgm,0.00,100.0,Accepted,2.3
2026-05-18 02:22:44,1.png,s1,1.pgm,0.00,100.0,Accepted,8.9
2026-05-18 02:22:57,WhatsApp Image 2026-05-18 at 1.12.33 AM.jpeg,s26,3.pgm,3751.49,25.0,Accepted,30.3
2026-05-18 02:25:39,WhatsApp Image 2026-05-18 at 1.12.33 AM.jpeg,s26,3.pgm,3751.49,25.0,Accepted,48.1
2026-05-18 02:26:19,WhatsApp Image 2026-05-18 at 1.12.33 AM.jpeg,s26,3.pgm,3751.49,25.0,Rejected,13.0
2026-05-18 12:58:14,1.png,s1,1.pgm,0.00,100.0,Accepted,4.6
2026-05-18 13:03:18,1.png,s1,1.pgm,0.00,100.0,Accepted,8.9
2026-05-18 13:03:28,WhatsApp Image 2026-05-18 at 1.12.33 AM.jpeg,s26,3.pgm,3751.49,25.0,Rejected,11.3
2026-05-21 02:25:41,1.pgm,s9,2767.66,44.6,Accepted,11.4
2026-05-21 02:26:16,4.pgm,s6,0.00,100.0,Accepted,2.7
2026-05-21 02:26:32,4.pgm,s6,0.00,100.0,Accepted,1.9
2026-05-21 02:26:34,4.pgm,s6,0.00,100.0,Accepted,1.8
2026-05-21 02:26:41,4.pgm,s6,0.00,100.0,Accepted,1.3
2026-05-21 02:26:48,1.pgm,s9,2767.66,44.6,Accepted,4.7
2026-05-21 02:39:49,1.pgm,s9,2767.66,44.6,Accepted,1.1
2026-05-21 02:43:44,1.pgm,s9,2767.66,44.6,Rejected,3.3
2026-05-21 02:47:21,1.pgm,s9,2767.66,44.6,Rejected,4.8
2026-05-21 02:47:52,4.pgm,s6,0.00,100.0,Accepted,6.0
2026-05-21 03:23:09,1.pgm,s2,2789.99,44.2,Rejected,6.7
2026-05-21 03:23:20,4.pgm,s15,2747.01,45.1,Rejected,3.1
2026-05-21 03:23:30,11.pgm,s9,2258.54,54.8,Rejected,2.5
2026-05-21 03:23:40,17.pgm,s5,2216.52,55.7,Rejected,3.0
2026-05-21 03:23:50,19.pgm,s20,2729.71,45.4,Rejected,3.1
2026-05-21 03:26:43,10.pgm,s15,2800.99,44.0,Rejected,6.4
2026-05-21 03:27:14,4.pgm,s15,2747.01,45.1,Rejected,3.6
2026-05-21 03:27:28,4.pgm,s15,2747.01,45.1,Rejected,4.2
2026-05-21 03:27:39,12.pgm,s20,3118.29,37.6,Rejected,2.9
2026-05-21 03:27:56,8.pgm,s3,2741.12,45.2,Rejected,2.9
2026-05-21 03:28:12,4.pgm,s6,0.00,100.0,Accepted,3.1
2026-05-21 03:31:32,3.pgm,s9,2618.23,47.6,Rejected,8.2
2026-05-21 03:31:44,6.pgm,s9,2712.14,45.8,Rejected,3.5
2026-05-21 03:31:53,16.pgm,s4,2895.31,42.1,Rejected,2.7
2026-05-21 03:32:13,20.pgm,s15,3046.73,39.1,Rejected,3.2
2026-05-21 03:35:14,19.pgm,s20,2729.71,45.4,Rejected,2.7
2026-05-21 03:47:03,7.pgm,s5,2383.53,52.3,Rejected,8.3
